,Velocity,Throttling,Acceleration_with_pitch_comp,Acceleration_measured,Pitch angle,k,i,j,h,d,a,b,c
20,0.02842105209435287,11.31578947368421,0.20493564357954905,0.16955697849999998,-0.20684210171825007,2988,4000,4000,2045,3013,4000,2099,4000
21,0.03099999940022826,11.525,0.20739535100489326,0.17210670749999998,-0.20631578643071025,2988,4000,4000,2045,3013,4000,2099,4000
22,0.03263157831602975,11.836842110282497,0.21147315567725974,0.17627453375,-0.2057894711431704,2988,4000,4000,2045,3013,4000,2099,4000
23,0.03649999937042594,12.029999995231629,0.21153023384665612,0.17642163349999998,-0.20526315585563057,2988,4000,4000,2045,3013,4000,2099,4000
24,0.03842105196886941,12.35789472178409,0.21266604351309,0.17764746474999998,-0.20473684056809074,2988,4000,4000,2045,3013,4000,2099,4000
25,0.04249999923631549,12.539999985694886,0.21404701942656895,0.17911846225,-0.20421052528055092,2988,4000,4000,2045,3013,4000,2099,4000
26,0.04473684130138472,12.894736817008571,0.21586929458710058,0.18103075899999999,-0.20368420999301107,2988,4000,4000,2045,3013,4000,2099,4000
27,0.04849999910220504,13.060000014305114,0.21798576924469248,0.18323725524999998,-0.20315789470547124,2988,4000,4000,2045,3013,4000,2099,4000
28,0.05105263063390004,13.426315809551038,0.21926867864935226,0.18461018624999997,-0.20263157941793142,2988,4000,4000,2045,3013,4000,2099,4000
29,0.054499998968094585,13.580000019073486,0.22383681580108752,0.18926834499999998,-0.20210526413039157,2988,4000,4000,2045,3013,4000,2099,4000
30,0.057368419966415354,13.868421052631579,0.22389389394990586,0.18941544475,-0.20157894884285174,2988,4000,4000,2045,3013,4000,2099,4000
31,0.06049999883398414,14.0,0.22654973434581482,0.19216130674999998,-0.20105263355531192,2988,4000,4000,2045,3013,4000,2099,4000
32,0.06368420929893066,14.236842105263158,0.22655777923882203,0.19225937324999998,-0.20052631826777206,2988,4000,4000,2045,3013,4000,2099,4000
33,0.0685499987564981,14.364999961853027,0.22852715412893515,0.19431876974999998,-0.20000000298023224,2988,4000,4000,2045,3013,4000,2099,4000
34,0.07215789342789274,14.610526285673442,0.23151818237893512,0.19730979799999998,-0.20000000298023224,2988,4000,4000,2045,3013,4000,2099,4000
35,0.07659999867901206,14.740000009536743,0.23534277587893515,0.20113439149999998,-0.20000000298023224,2988,4000,4000,2045,3013,4000,2099,4000
36,0.0806315775568548,14.889473714326558,0.23779443837893516,0.203586054,-0.20000000298023224,2988,4000,4000,2045,3013,4000,2099,4000
37,0.08464999860152603,15.005000066757201,0.2405973783820189,0.20647901575,-0.19947368690842077,2988,4000,4000,2045,3013,4000,2099,4000
38,0.08910526168581687,15.168421142979673,0.24634231338222365,0.21231397249999998,-0.1989473708366093,2988,4000,4000,2045,3013,4000,2099,4000
39,0.09269999852403998,15.310000085830689,0.2487039541295571,0.21476563499999998,-0.19842105476479782,2988,4000,4000,2045,3013,4000,2099,4000
40,0.0959999984816501,15.478947438691792,0.2539585566240267,0.22011025925,-0.19789473869298635,2988,4000,4000,2045,3013,4000,2099,4000
41,0.10124999880790711,15.605000066757203,0.25803636111564016,0.22427808549999997,-0.19736842262117485,2988,4000,4000,2045,3013,4000,2099,4000
42,0.104473683002748,15.742105333428634,0.2619180326044051,0.22824977875,-0.19684210654936338,2988,4000,4000,2045,3013,4000,2099,4000
43,0.1092999991029501,15.865000104904174,0.266682302590329,0.23310407049999998,-0.1963157904775519,2988,4000,4000,2045,3013,4000,2099,4000
44,0.11294736752384588,16.01578958410966,0.2710543065734195,0.23756609624999997,-0.19578947440574043,2988,4000,4000,2045,3013,4000,2099,4000
45,0.1173499993979931,16.225000143051147,0.27885863805368427,0.24546044949999998,-0.19526315833392896,2988,4000,4000,2045,3013,4000,2099,4000
46,0.12142105204494376,16.37894750896253,0.2867610360311308,0.25345286925,-0.1947368422621175,2988,4000,4000,2045,3013,4000,2099,4000
47,0.1268999997526407,16.67000017166138,0.29736830761174243,0.26424018424999995,-0.1936842109027662,2988,4000,4000,2045,3013,4000,2099,4000
48,0.13147368399720444,16.800000190734863,0.30822074543117256,0.27527266549999996,-0.19263157954341487,2988,4000,4000,2045,3013,4000,2099,4000
49,0.1369499996304512,17.070000219345093,0.3180434849894819,0.2852754485,-0.19157894818406357,2988,4000,4000,2045,3013,4000,2099,4000
50,0.14205263123700493,17.2105265667564,0.33124951878673103,0.29866152575,-0.19052631682471224,2988,4000,4000,2045,3013,4000,2099,4000
51,0.14699999950826168,17.57500023841858,0.34294356651992874,0.31062563875,-0.18894736939354947,2988,4000,4000,2045,3013,4000,2099,4000
52,0.15105263104564265,17.721052872507197,0.35958997247858304,0.32754211,-0.18736842196238668,2988,4000,4000,2045,3013,4000,2099,4000
53,0.15759999975562095,18.160000228881835,0.37275501766289915,0.34097722049999996,-0.1857894745312239,2988,4000,4000,2045,3013,4000,2099,4000
54,0.16168421036318728,18.336842336152728,0.3877833263230821,0.35627559449999996,-0.1842105271000611,2988,4000,4000,2045,3013,4000,2099,4000
55,0.16770000010728836,18.76000018119812,0.404184565959337,0.3729468995,-0.18263157966889834,2988,4000,4000,2045,3013,4000,2099,4000
56,0.1723157896807319,18.931579138103285,0.419997406571869,0.3890298055,-0.18105263223773554,2988,4000,4000,2045,3013,4000,2099,4000
57,0.17980000004172325,19.425000143051147,0.4381638431608831,0.40746630749999996,-0.17947368480657278,2988,4000,4000,2045,3013,4000,2099,4000
58,0.18505263171697917,19.631579097948578,0.4561341467265845,0.4257066765,-0.17789473737540998,2988,4000,4000,2045,3013,4000,2099,4000
59,0.19189999997615814,20.190000104904176,0.4727885972843718,0.44272121425,-0.17578947465670736,2988,4000,4000,2045,3013,4000,2099,4000
60,0.19778947375322642,20.436842215688603,0.495670270551565,0.46596297475,-0.17368421193800473,2988,4000,4000,2045,3013,4000,2099,4000
61,0.20399999991059303,21.055000066757202,0.5118424331371402,0.48258524649999995,-0.17105263314749064,2988,4000,4000,2045,3013,4000,2099,4000
62,0.2089473683583109,21.336842185572575,0.5363012149109961,0.5074941374999999,-0.16842105435697655,2988,4000,4000,2045,3013,4000,2099,4000
63,0.21659999936819077,22.010000038146973,0.5550231063740826,0.52666613825,-0.16578947556646248,2988,4000,4000,2045,3013,4000,2099,4000
64,0.22168421000242233,22.326315829628392,0.58135319609725,0.55353635925,-0.16263158070413689,2988,4000,4000,2045,3013,4000,2099,4000
65,0.23074999935925006,23.0,0.6012108967359172,0.57393419125,-0.15947368584181132,2988,4000,4000,2045,3013,4000,2099,4000
66,0.23657894683511635,23.357894696687396,0.6264051768653461,0.5995785809999999,-0.1568421062670256,2988,4000,4000,2045,3013,4000,2099,4000
67,0.24489999935030937,24.060000038146974,0.6450860792862861,0.6187996149999999,-0.15368421101256421,2988,4000,4000,2045,3013,4000,2099,4000
68,0.25147368366781037,24.457894776996813,0.6710729358773748,0.6453266032499999,-0.15052631575810282,2988,4000,4000,2045,3013,4000,2099,4000
69,0.2615499999374151,25.23000011444092,0.6908325696402529,0.6656263687499999,-0.14736842050364143,2988,4000,4000,2045,3013,4000,2099,4000
70,0.26900000007529007,25.689473804674652,0.7153484286436327,0.6906823594999999,-0.14421052564131587,2988,4000,4000,2045,3013,4000,2099,4000
71,0.27970000058412553,26.46500015258789,0.7387365228220836,0.7146105854999999,-0.1410526307789903,2988,4000,4000,2045,3013,4000,2099,4000
72,0.28594736911748586,26.973684411299857,0.7570332034601206,0.73353742,-0.13736842023698906,2988,4000,4000,2045,3013,4000,2099,4000
73,0.2978500001132488,27.785000228881835,0.7832732705010095,0.7604076409999999,-0.13368420969498784,2988,4000,4000,2045,3013,4000,2099,4000
74,0.3050526317797209,28.342105463931436,0.8033431924512887,0.7811977389999999,-0.12947368347331098,2988,4000,4000,2045,3013,4000,2099,4000
75,0.31800000071525575,29.110000228881837,0.8218850391098488,0.8003697397499999,-0.12578947332344556,2988,4000,4000,2045,3013,4000,2099,4000
76,0.32626315872920186,29.7368423060367,0.8463599089294497,0.82547476375,-0.12210526317358017,2988,4000,4000,2045,3013,4000,2099,4000
77,0.34014999940991403,30.495000267028807,0.8674595288102018,0.8472945599999999,-0.11789473695190329,2988,4000,4000,2045,3013,4000,2099,4000
78,0.34957894682884216,31.152631860030326,0.8837458455638062,0.86421103125,-0.11421052601776625,2988,4000,4000,2045,3013,4000,2099,4000
79,0.36434999853372574,31.890000343322754,0.9067987507366398,0.8878940909999999,-0.1105263150836292,2988,4000,4000,2045,3013,4000,2099,4000
80,0.3729473666140908,32.62105299297132,0.9261251288983802,0.9078506237499999,-0.10684210454162799,2988,4000,4000,2045,3013,4000,2099,4000
81,0.3865499973297119,33.34500026702881,0.9525122949845611,0.9348679445,-0.10315789399962676,2988,4000,4000,2045,3013,4000,2099,4000
82,0.3963157863993394,34.142105504086146,0.9666982261223585,0.9497740524999999,-0.09894736758188198,2988,4000,4000,2045,3013,4000,2099,4000
83,0.4127499982714653,34.900000190734865,0.9884272333389355,0.9721332144999999,-0.09526315723594866,2988,4000,4000,2045,3013,4000,2099,4000
84,0.4238947347590798,35.67368437114515,1.0029563971256246,0.98738255525,-0.0910526312103397,2988,4000,4000,2045,3013,4000,2099,4000
85,0.4409999966621399,36.40500011444092,1.0244973155782082,1.00964365075,-0.08684210518473073,2988,4000,4000,2045,3013,4000,2099,4000
86,0.4520526277391534,37.152631659256784,1.0394187451670402,1.0252852575,-0.08263157896305386,2988,4000,4000,2045,3013,4000,2099,4000
87,0.4682499974966049,37.83000011444092,1.0583118679295453,1.0448985575,-0.07842105274137698,2988,4000,4000,2045,3013,4000,2099,4000
88,0.48021052385631363,38.652631659256784,1.0698580474509716,1.0572549365,-0.0736842107419905,2988,4000,4000,2045,3013,4000,2099,4000
89,0.49849999845027926,39.35500011444092,1.0892415025474282,1.077358569,-0.06947368442227966,2988,4000,4000,2045,3013,4000,2099,4000
90,0.5120526301233392,40.136842225727285,1.1050045413940246,1.0939318075,-0.06473684232485921,2988,4000,4000,2045,3013,4000,2099,4000
91,0.5312999993562698,40.75500011444092,1.1195337045919946,1.10918114825,-0.06052631590711443,2988,4000,4000,2045,3013,4000,2099,4000
92,0.5444210516779047,41.50526327835886,1.1367677407835188,1.12722538425,-0.055789473711660036,2988,4000,4000,2045,3013,4000,2099,4000
93,0.5640499979257584,42.12000007629395,1.148649108350565,1.1398269294999999,-0.05157894719588129,2988,4000,4000,2045,3013,4000,2099,4000
94,0.5788947343826294,42.926315909937806,1.1643140804067746,1.1563021015,-0.04684210490239294,2988,4000,4000,2045,3013,4000,2099,4000
95,0.5992999970912933,43.50500011444092,1.1820874821582235,1.17488570325,-0.04210526260890459,2988,4000,4000,2045,3013,4000,2099,4000
96,0.6138947339434373,44.27894752903988,1.1954478914107525,1.1890563125,-0.0373684206095181,2988,4000,4000,2045,3013,4000,2099,4000
97,0.63559999614954,44.79000015258789,1.2079747353695955,1.2023933565,-0.03263157861013161,2988,4000,4000,2045,3013,4000,2099,4000
98,0.6521052592679074,45.52631599024723,1.2265407133071422,1.22185955675,-0.02736842083303552,2988,4000,4000,2045,3013,4000,2099,4000
99,0.6738999992609024,45.97500019073486,1.2418704966884209,1.2380895625,-0.022105262957905467,2988,4000,4000,2045,3013,4000,2099,4000
100,0.69242105201671,46.668421293559824,1.2482352395479472,1.24544455,-0.016315789305065807,2988,4000,4000,2045,3013,4000,2099,4000
101,0.7142000004649163,47.06000022888183,1.25607097987898,1.2542705349999999,-0.010526315652226148,2988,4000,4000,2045,3013,4000,2099,4000
102,0.7327368431969693,47.705263438977696,1.2655738506916303,1.2647636505,-0.004736841999386486,2988,4000,4000,2045,3013,4000,2099,4000
103,0.7555500015616416,48.04500026702881,1.2738018569960081,1.2739819015,0.0010526316534531744,2988,4000,4000,2045,3013,4000,2099,4000
104,0.7741052649523082,48.68947400544819,1.2793901120425317,1.2806504235,0.0073684211820364,2988,4000,4000,2045,3013,4000,2099,4000
105,0.7978499993681908,48.98000030517578,1.2815379953622843,1.2837885515,0.01315789483487606,2988,4000,4000,2045,3013,4000,2099,4000
106,0.8186315784328863,49.589473925138776,1.2877146494832268,1.2910454725,0.019473684167391377,2988,4000,4000,2045,3013,4000,2099,4000
107,0.8421999976038933,49.83500022888184,1.2931477606293242,1.29746882825,0.02526315772219708,2988,4000,4000,2045,3013,4000,2099,4000
108,0.862684207527261,50.35789489746094,1.2975101845390666,1.302911519,0.03157894734881426,2988,4000,4000,2045,3013,4000,2099,4000
109,0.8870499983429909,50.56500015258789,1.3020606972386397,1.30845227625,0.03736842119772183,2988,4000,4000,2045,3013,4000,2099,4000
110,0.9083157871898851,51.05789485730623,1.3042085807534722,1.31159040425,0.0431578950466294,2988,4000,4000,2045,3013,4000,2099,4000
111,0.9329499989748001,51.23000011444092,1.3075822956104421,1.3159543635,0.04894736879750302,2988,4000,4000,2045,3013,4000,2099,4000
112,0.9544736837085924,51.652631659256784,1.3114953763028925,1.3208576884999998,0.05473684254837664,2988,4000,4000,2045,3013,4000,2099,4000
113,0.9792999982833862,51.795000076293945,1.3109544756815203,1.32139705425,0.06105263188089195,2988,4000,4000,2045,3013,4000,2099,4000
114,1.001157892377753,52.22105267173365,1.3117455172729022,1.32335838425,0.06789473689308292,2988,4000,4000,2045,3013,4000,2099,4000
115,1.0261500000953674,52.33500003814697,1.305230604729585,1.31801376,0.07473684219937575,2988,4000,4000,2045,3013,4000,2099,4000
116,1.0483684226086265,52.72631574931898,1.3031857624164807,1.317229228,0.08210526357748006,2988,4000,4000,2045,3013,4000,2099,4000
117,1.0735500037670136,52.814999961853026,1.300070233235969,1.3154640309999999,0.09000000053722608,2988,4000,4000,2045,3013,4000,2099,4000
118,1.0961052681270398,53.17894724795693,1.2961701722974184,1.312914302,0.09789473779107395,2988,4000,4000,2045,3013,4000,2099,4000
119,1.1219000041484832,53.24499988555908,1.2910933137606087,1.309187775,0.10578947455475204,2988,4000,4000,2045,3013,4000,2099,4000
120,1.1470000053706921,53.56842101247687,1.291794334651337,1.311149105,0.11315789544268658,2988,4000,4000,2045,3013,4000,2099,4000
121,1.1722500026226044,53.62999992370605,1.291326602268297,1.3120317035,0.1210526324024326,2988,4000,4000,2045,3013,4000,2099,4000
122,1.195789475190012,53.857894696687396,1.293849898595432,1.31590533025,0.12894736897004277,2988,4000,4000,2045,3013,4000,2099,4000
123,1.2206499993801116,53.90499992370606,1.2954335190959279,1.31874925875,0.1363157896619094,2988,4000,4000,2045,3013,4000,2099,4000
124,1.2445789481464185,54.09473680195055,1.2962406524722239,1.32090672175,0.14421052642558752,2988,4000,4000,2045,3013,4000,2099,4000
125,1.2705000013113021,54.13999996185303,1.2992542824997546,1.325270681,0.15210526358140142,2988,4000,4000,2045,3013,4000,2099,4000
126,1.2965263159651506,54.32105255126953,1.2999713949636131,1.327428144,0.16052631602475517,2988,4000,4000,2045,3013,4000,2099,4000
127,1.3224000006914138,54.35499992370605,1.2993155770205833,1.328212676,0.16894736846810893,2988,4000,4000,2045,3013,4000,2099,4000
128,1.3474736841101396,54.44210514269377,1.2980713607017793,1.328408809,0.17736842091146268,2988,4000,4000,2045,3013,4000,2099,4000
129,1.3732999980449676,54.46999988555908,1.2925692971031575,1.32443711575,0.18631578864235626,2988,4000,4000,2045,3013,4000,2099,4000
130,1.3983684182167053,54.573684090062194,1.2893227635804587,1.322720952,0.1952631575496573,2988,4000,4000,2045,3013,4000,2099,4000
131,1.423649999499321,54.65999984741211,1.2871139740356958,1.3221325529999999,0.20473684174449822,2988,4000,4000,2045,3013,4000,2099,4000
132,1.4492631585974443,54.70526303743061,1.287741069114641,1.324290016,0.21368420986752762,2988,4000,4000,2045,3013,4000,2099,4000
133,1.475050002336502,54.82499980926514,1.2912120933836644,1.3292914075,0.2226315791669645,2988,4000,4000,2045,3013,4000,2099,4000
134,1.5007368451670597,54.842105062384356,1.2938985867154433,1.333508267,0.23157894768212972,2988,4000,4000,2045,3013,4000,2099,4000
135,1.5264500081539154,54.964999771118165,1.301529394265579,1.34257941825,0.24000000012548348,2988,4000,4000,2045,3013,4000,2099,4000
136,1.551631588684885,54.98947344328228,1.3053275641520197,1.3477279094999999,0.24789473649702573,2988,4000,4000,2045,3013,4000,2099,4000
137,1.5773500084877015,55.20499973297119,1.3131464612093247,1.35689712725,0.25578947365283966,2988,4000,4000,2045,3013,4000,2099,4000
138,1.6031052689803273,55.24210498207494,1.3190940503056259,1.364105015,0.26315789552111374,2988,4000,4000,2045,3013,4000,2099,4000
139,1.6287500023841859,55.43499965667725,1.3243632199919722,1.37072450375,0.27105263267692764,2988,4000,4000,2045,3013,4000,2099,4000
140,1.6551052645633095,55.48421016492342,1.3279081815375724,1.37552976225,0.2784210537609301,2988,4000,4000,2045,3013,4000,2099,4000
141,1.6812000036239625,55.56999969482422,1.3314941316627489,1.3802859875,0.28526315955739273,2988,4000,4000,2045,3013,4000,2099,4000
142,1.7071052664204647,55.62631546823602,1.323459202233721,1.3734213325,0.29210526535385534,2988,4000,4000,2045,3013,4000,2099,4000
143,1.7326000034809113,55.70499973297119,1.3210060185878951,1.3720484014999998,0.29842105507850647,2988,4000,4000,2045,3013,4000,2099,4000
144,1.7580526377025403,55.76842077154862,1.320702253085122,1.372734867,0.30421052873134613,2988,4000,4000,2045,3013,4000,2099,4000
145,1.78400000333786,55.839999771118165,1.3199981764579845,1.372931,0.30947368709664597,2988,4000,4000,2045,3013,4000,2099,4000
146,1.8100000055212724,55.910526074861224,1.321884816965477,1.37562782875,0.31421052939013433,2988,4000,4000,2045,3013,4000,2099,4000
147,1.8364000082015992,55.87999973297119,1.323240137827621,1.3778833582499999,0.3194736869711625,2988,4000,4000,2045,3013,4000,2099,4000
148,1.8620000073784275,55.952631297864414,1.3197821548670796,1.37523556275,0.3242105292646508,2988,4000,4000,2045,3013,4000,2099,4000
149,1.887800008058548,55.91999969482422,1.320197799035557,1.376461394,0.3289473715581392,2988,4000,4000,2045,3013,4000,2099,4000
150,1.9134210599096197,55.9947365208676,1.3181617810885906,1.37523556275,0.33368421385162755,2988,4000,4000,2045,3013,4000,2099,4000
151,1.9386500060558318,55.95999965667725,1.3149489655317184,1.3728329335,0.3384210561451159,2988,4000,4000,2045,3013,4000,2099,4000
152,1.964315797153272,56.03684174387079,1.3091293424364274,1.3677334755,0.34263158158252116,2988,4000,4000,2045,3013,4000,2099,4000
153,1.9895500123500824,56.05999965667725,1.3054101034204626,1.36464438075,0.3463157917323865,2988,4000,4000,2045,3013,4000,2099,4000
154,2.015263168435348,56.14210490176552,1.2988959693994133,1.3587603907499999,0.35000000188225194,2988,4000,4000,2045,3013,4000,2099,4000
155,2.041450011730194,56.1649995803833,1.2937467205730555,1.3541512652499998,0.3531578967445775,2988,4000,4000,2045,3013,4000,2099,4000
156,2.0672105362540796,56.25263113724558,1.2930514518700442,1.353906099,0.35578947475081996,2988,4000,4000,2045,3013,4000,2099,4000
157,2.0928500056266786,56.279999542236325,1.2861860398996257,1.34758080975,0.35894736804460226,2988,4000,4000,2045,3013,4000,2099,4000
158,2.118157901261982,56.37368372866982,1.2847552727302929,1.34660014475,0.3615789460508447,2988,4000,4000,2045,3013,4000,2099,4000
159,2.1432500004768373,56.44499950408935,1.2877455440847643,1.35013053875,0.36473684091317027,2988,4000,4000,2045,3013,4000,2099,4000
160,2.1691052662698844,56.53157846551193,1.285644403827375,1.34865954125,0.3684210510630357,2988,4000,4000,2045,3013,4000,2099,4000
161,2.194700002670288,56.59499950408936,1.285169407321916,1.3489047075,0.3726315765004409,2988,4000,4000,2045,3013,4000,2099,4000
162,2.22110526812704,56.68947320235403,1.2854950354779344,1.35013053875,0.37789473408146906,2988,4000,4000,2045,3013,4000,2099,4000
163,2.2471000015735627,56.74499950408936,1.2809744187852736,1.34660014475,0.3836842069500371,2988,4000,4000,2045,3013,4000,2099,4000
164,2.272578948422482,56.83684158325195,1.27714831441725,1.34385428275,0.38999999667468827,2988,4000,4000,2045,3013,4000,2099,4000
165,2.297999995946884,56.94999942779541,1.274940308109767,1.3427265179999999,0.3963157863993394,2988,4000,4000,2045,3013,4000,2099,4000
166,2.3234736793919613,57.052630976626745,1.2744894530658955,1.34326588375,0.40210526083645065,2988,4000,4000,2045,3013,4000,2099,4000
167,2.3488999962806703,57.21499938964844,1.2802087418740156,1.3498853725,0.40736841841747884,2988,4000,4000,2045,3013,4000,2099,4000
168,2.374421050674037,57.33157830489309,1.293176905866594,1.36366371575,0.4121052591424239,2988,4000,4000,2045,3013,4000,2099,4000
169,2.400299996137619,57.544999313354495,1.3032930951213229,1.3745000639999998,0.41631578457982915,2988,4000,4000,2045,3013,4000,2099,4000
170,2.426421046257019,57.61052563315943,1.320020726748707,1.3918578345,0.41999999472969457,2988,4000,4000,2045,3013,4000,2099,4000
171,2.4522499978542327,57.87499942779541,1.3338634434593728,1.4064207097499999,0.4242105217356431,2988,4000,4000,2045,3013,4000,2099,4000
172,2.4778947328266345,57.91578895167301,1.3458509439217916,1.419218388,0.4289473640291314,2988,4000,4000,2045,3013,4000,2099,4000
173,2.503149998188019,58.1649995803833,1.350393437807833,1.4246610787499998,0.4342105216101596,2988,4000,4000,2045,3013,4000,2099,4000
174,2.528842097834537,58.210525914242396,1.3513645517937933,1.42662240875,0.4399999960472709,2988,4000,4000,2045,3013,4000,2099,4000
175,2.554549992084503,58.50499954223633,1.348224920616371,1.42456301225,0.44631578577192205,2988,4000,4000,2045,3013,4000,2099,4000
176,2.580263150365729,58.46315745303505,1.3495883022205073,1.42691660825,0.45210526020903335,2988,4000,4000,2045,3013,4000,2099,4000
177,2.6064499974250794,58.84499950408936,1.3613877196524888,1.43961622,0.45736841935860484,2988,4000,4000,2045,3013,4000,2099,4000
178,2.6322631584970573,58.831578505666634,1.3717981127449188,1.4507467677499999,0.4615789447960101,2988,4000,4000,2045,3013,4000,2099,4000
179,2.6583500027656557,59.2399995803833,1.3784168513971853,1.45790562225,0.4647368396583356,2988,4000,4000,2045,3013,4000,2099,4000
180,2.6836842110282495,59.34736793919613,1.3947280791205574,1.47457692725,0.4668421039455815,2988,4000,4000,2045,3013,4000,2099,4000
181,2.710249996185303,59.82999954223633,1.4107209659523647,1.4906598332499998,0.4673684192331214,2988,4000,4000,2045,3013,4000,2099,4000
182,2.7362105218987716,59.96842053062037,1.4369537547023647,1.5168926219999999,0.4673684192331214,2988,4000,4000,2045,3013,4000,2099,4000
183,2.7631500005722045,60.50499935150147,1.4616584656388356,1.5415073135,0.46684210237703827,2988,4000,4000,2045,3013,4000,2099,4000
184,2.78873684531764,60.67894664563631,1.4804791865820441,1.560238015,0.46631578552095515,2988,4000,4000,2045,3013,4000,2099,4000
185,2.816600000858307,61.23999938964844,1.502094802781983,1.58176361175,0.46578946866487203,2988,4000,4000,2045,3013,4000,2099,4000
186,2.8417894714757015,61.552630976626745,1.5175402765319828,1.5972090854999998,0.46578946866487203,2988,4000,4000,2045,3013,4000,2099,4000
187,2.86949999332428,62.169999504089354,1.5290221040820442,1.6087809325,0.46631578552095515,2988,4000,4000,2045,3013,4000,2099,4000
188,2.8953684129213033,62.53157846551193,1.5371206373888355,1.6169694852499998,0.46684210237703827,2988,4000,4000,2045,3013,4000,2099,4000
189,2.923949992656708,63.19999961853027,1.5526231914523647,1.6325620587499998,0.4673684192331214,2988,4000,4000,2045,3013,4000,2099,4000
190,2.9505789405421208,63.615789112291836,1.5627159938888355,1.6425648417499998,0.46684210237703827,2988,4000,4000,2045,3013,4000,2099,4000
191,2.9793999910354616,64.32999973297119,1.5766253425137045,1.6562941517499998,0.4657894702334153,2988,4000,4000,2045,3013,4000,2099,4000
192,3.0062631431378817,64.74210498207493,1.5895459788672688,1.6689447302499998,0.4642105228022525,2988,4000,4000,2045,3013,4000,2099,4000
193,3.0358499884605408,65.49999980926513,1.611325539263197,1.690274194,0.4615789432274668,2988,4000,4000,2045,3013,4000,2099,4000
194,3.061999986046239,65.96842093216746,1.6396104276324572,1.7179289469999999,0.45789473307760137,2988,4000,4000,2045,3013,4000,2099,4000
195,3.09229998588562,66.76499996185302,1.6753403234281772,1.7529386875,0.4536842060716529,2988,4000,4000,2045,3013,4000,2099,4000
196,3.1192631470529655,67.28947368421052,1.7044507308929608,1.7813289392499998,0.44947367906570435,2988,4000,4000,2045,3013,4000,2099,4000
197,3.15074999332428,68.12000007629395,1.7224305907546402,1.7985886432499998,0.4452631536282991,2988,4000,4000,2045,3013,4000,2099,4000
198,3.178684209522448,68.66315801520096,1.733398696545884,1.8088365924999998,0.4410526266223506,2988,4000,4000,2045,3013,4000,2099,4000
199,3.2097000002861025,69.52500019073486,1.7461810329945244,1.8208987719999998,0.4368420996164021,2988,4000,4000,2045,3013,4000,2099,4000
200,3.2375263163917944,70.14210550408615,1.7530303463283925,1.82702792825,0.43263157417899684,2988,4000,4000,2045,3013,4000,2099,4000
201,3.269149994850159,71.03000030517578,1.7646688251288742,1.8377662099999998,0.42736841659796865,2988,4000,4000,2045,3013,4000,2099,4000
